Informe;Codigo de Producto;Lote;Fecha Informe;Fecha Recibido;Usuario;Cant Bultos;Cantidad Recibida;IDOrden
inf105827;5724;;17/02/2022;17/02/2022;crduna;1;4000;123823_25
inf105826;3075;;17/02/2022;17/02/2022;crduna;1;5000;123823_24
inf105825;4712;;17/02/2022;17/02/2022;crduna;1;4000;123823_23
inf105824;4766;;17/02/2022;17/02/2022;crduna;1;5980;123823_21
inf106562;5550;;25/02/2022;25/02/2022;mcruz;4;20000;123823_1
inf106563;5570;;25/02/2022;25/02/2022;mcruz;4;20000;123823_2
inf106564;4870;;25/02/2022;25/02/2022;mcruz;2;12320;123823_28
inf107765;3023;;10/03/2022;10/03/2022;crduna;3;15540;123823_4
inf107767;4001;;10/03/2022;10/03/2022;crduna;1;2400;123823_9
inf107773;6157;;10/03/2022;10/03/2022;crduna;2;10000;123823_15
inf107766;3638;;10/03/2022;10/03/2022;crduna;1;5080;123823_7
inf107763;3434;;10/03/2022;10/03/2022;crduna;2;9800;123823_13
inf107764;4362;;10/03/2022;10/03/2022;crduna;2;10000;123823_14
inf107769;6755;;10/03/2022;10/03/2022;crduna;1;3000;123823_10
inf107772;4385;;10/03/2022;10/03/2022;crduna;1;4000;123823_11
inf107777;4870;;10/03/2022;10/03/2022;crduna;2;7680;123823_28
inf107776;4767;;10/03/2022;10/03/2022;crduna;1;4000;123823_22
inf107762;6177;;10/03/2022;10/03/2022;crduna;1;2400;123823_12
inf101756;701246;;12/01/2022;12/01/2022;hmunoz;0;121650;124485_1
inf101755;701239;;12/01/2022;12/01/2022;hmunoz;0;34266;124485_2
inf103478;808354;;26/01/2022;26/01/2022;crduna;0;22650;123756_1
inf103733;908357;;28/01/2022;28/01/2022;crduna;0;19800;123756_2
inf103860;943526;;31/01/2022;31/01/2022;crduna;0;21640;123756_3
inf105815;94041;;17/02/2022;17/02/2022;crduna;0;152617;125045_2
inf106297;808356;;23/02/2022;23/02/2022;mcruz;0;19410;123821_1
inf106296;943526;;23/02/2022;23/02/2022;mcruz;0;22427;123821_2
inf106452;808354;;24/02/2022;24/02/2022;mcruz;0;23040;123980_1
inf106827;604608;;03/03/2022;03/03/2022;crduna;0;253923;124462_1
inf106800;833823;;03/03/2022;03/03/2022;crduna;0;22635;123980_4
inf106828;602008;;03/03/2022;03/03/2022;crduna;0;348049;124462_3
inf106947;908355;;03/03/2022;03/03/2022;crduna;0;23040;123980_6
inf106948;908355;;03/03/2022;03/03/2022;crduna;0;23040;123980_5
inf107303;602008;;08/03/2022;04/03/2022;crduna;0;348434;124462_2
inf107371;602008;;08/03/2022;08/03/2022;crduna;0;348780;124462_4
inf107612;94041;;09/03/2022;09/03/2022;mcruz;0;152800;125045_1
inf107857;604608;;11/03/2022;11/03/2022;crduna;0;3000;124462_1
inf108389;833870;;16/03/2022;16/03/2022;mcruz;0;20451;124278_2
inf108783;943653;;21/03/2022;21/03/2022;crduna;0;3340;124110_5
inf108778;943653;;21/03/2022;21/03/2022;crduna;0;19720;124110_6
inf110097;808354;;01/04/2022;01/04/2022;crduna;0;22580;123980_2
inf110188;808354;;01/04/2022;01/04/2022;crduna;0;22580;123980_3
inf110782;908355;;05/04/2022;05/04/2022;crduna;0;22454;124110_2
inf111903;908357;;13/04/2022;12/04/2022;crduna;0;19660;124278_1
inf112660;908355;;20/04/2022;20/04/2022;mcruz;0;22087;124110_1
inf112705;604608;;21/04/2022;20/04/2022;crduna;0;972821;126059_1
inf112704;602008;;21/04/2022;20/04/2022;crduna;0;971325;125584_1
inf112951;602008;;25/04/2022;21/04/2022;crduna;0;982169;125584_3
inf112812;908355;;21/04/2022;21/04/2022;mcruz;0;22253;124110_4
inf112953;602008;;25/04/2022;21/04/2022;crduna;0;981687;125584_2
inf113470;701239;;28/04/2022;28/04/2022;jbertolo;0;19000;126590_1
inf113471;701246;;28/04/2022;28/04/2022;jbertolo;0;132330;126590_2
inf113809;602008;;02/05/2022;02/05/2022;crduna;0;983614;125595_1
inf114078;908355;;02/05/2022;02/05/2022;vroldan;0;22200;124110_3
inf115277;94041;;10/05/2022;10/05/2022;mcruz;0;152320;125570_2
inf115480;943526;;11/05/2022;11/05/2022;mcruz;0;45685;126589_3
inf115675;833823;;13/05/2022;12/05/2022;crduna;0;45700;126589_2
inf116062;908355;;16/05/2022;16/05/2022;vroldan;0;46380;125585_5
inf116461;808354;;19/05/2022;19/05/2022;mcruz;0;45620;125585_2
inf116782;808354;;23/05/2022;23/05/2022;mcruz;0;45348;125585_1
inf117445;808356;;30/05/2022;30/05/2022;crduna;0;40596;126589_1
inf119113;908357;;09/06/2022;09/06/2022;crduna;0;39565;126589_4
inf120146;833870;;21/06/2022;16/06/2022;crduna;0;19052;127139_1
inf120291;701282;;22/06/2022;22/06/2022;jbertolo;0;8386;127139_3
inf120292;701283;;22/06/2022;22/06/2022;jbertolo;0;12466;127139_4
inf121021;94041;;28/06/2022;27/06/2022;crduna;0;152220;125570_1
inf121281;701239;;29/06/2022;29/06/2022;jbertolo;0;14000;127513_2
inf121282;701246;;29/06/2022;29/06/2022;jbertolo;0;141250;127513_3
inf122243;908355;;05/07/2022;05/07/2022;crduna;0;45334;125585_4
inf122915;908355;;08/07/2022;08/07/2022;crduna;0;45840;127136_2
inf123013;908355;;08/07/2022;08/07/2022;crduna;0;45935;125585_3
inf123697;943653;;14/07/2022;13/07/2022;crduna;0;40631;128056_1
inf123929;833870;;15/07/2022;14/07/2022;crduna;0;19620;127139_2
inf123927;943653;;15/07/2022;14/07/2022;crduna;0;20560;127139_5
inf125070;94041;;25/07/2022;25/07/2022;crduna;0;153433;126097_1
inf125982;94041;;01/08/2022;01/08/2022;crduna;0;149914;127149_1
inf126222;943526;;02/08/2022;02/08/2022;crduna;0;46160;126591_1
inf126024;604608;;02/08/2022;02/08/2022;crduna;0;989231;127482_2
inf126795;833823;;08/08/2022;05/08/2022;crduna;0;45020;127136_1
inf127115;808354;;09/08/2022;09/08/2022;fball;0;45760;127482_1
inf128100;943526;;17/08/2022;16/08/2022;crduna;0;45300;127145_1
inf128598;602008;;22/08/2022;19/08/2022;crduna;0;985366;128254_1
inf128860;808354;;23/08/2022;23/08/2022;crduna;0;43628;128073_1
inf129740;908355;;30/08/2022;29/08/2022;crduna;0;45047;128073_3
inf130061;908355;;31/08/2022;30/08/2022;crduna;0;44468;128073_2
inf133198;602008;;21/09/2022;20/09/2022;crduna;0;981707;127513_1
inf131677;701246;;12/09/2022;12/09/2022;jbertolo;0;116327;128867_2
inf132478;94041;;15/09/2022;15/09/2022;fball;0;154460;128076_1
inf134722;701283;;30/09/2022;30/09/2022;jbertolo;0;11599;128880_2
inf133202;808356;;21/09/2022;16/09/2022;crduna;0;38750;128863_1
inf134721;701282;;30/09/2022;30/09/2022;jbertolo;0;4807;128880_1
inf131676;701239;;12/09/2022;12/09/2022;jbertolo;0;34000;128867_1
inf134839;808354;;03/10/2022;30/09/2022;crduna;0;44720;128454_1
inf134686;602008;;30/09/2022;30/09/2022;crduna;0;992439;128454_5
inf130617;94041;;05/09/2022;01/09/2022;crduna;0;152240;128076_2
inf135065;908355;;04/10/2022;03/10/2022;crduna;0;44600;128454_6
inf135091;908355;;04/10/2022;03/10/2022;crduna;0;44220;128454_2
inf135972;833870;;12/10/2022;11/10/2022;crduna;0;40180;127512_1
inf136136;943526;;13/10/2022;12/10/2022;crduna;0;46312;128454_3
inf136381;94041;;14/10/2022;14/10/2022;crduna;0;152400;128454_4
inf138136;833823;;27/10/2022;26/10/2022;crduna;0;44780;129348_1
inf138399;602008;;28/10/2022;27/10/2022;crduna;0;978313;129327_2
inf138413;908355;;28/10/2022;28/10/2022;crduna;0;45387;129327_1
inf144842;808354;;15/12/2022;15/12/2022;crduna;0;46518;129342_1
inf139810;94041;;08/11/2022;08/11/2022;crduna;0;156297;129333_1
inf143738;833870;;06/12/2022;06/12/2022;crduna;0;40313;129342_2
inf142233;701239;;25/11/2022;25/11/2022;jbertolo;0;19027;130224_1
inf140932;94041;;16/11/2022;15/11/2022;crduna;0;158857;129333_2
inf142232;701246;;25/11/2022;25/11/2022;jbertolo;0;137158;130224_2
inf141102;602008;;17/11/2022;15/11/2022;crduna;0;976190;129342_4
inf141614;701379;;22/11/2022;22/11/2022;jbertolo;0;19142;129730_2
inf141101;602008;;17/11/2022;15/11/2022;crduna;0;982169;129342_5
inf141407;701378;;18/11/2022;18/11/2022;jbertolo;0;4600;129730_1
inf143355;908357;;02/12/2022;02/12/2022;crduna;0;39378;129342_3
inf103346;.;;25/01/2022;25/01/2022;fball;0;3;124151_1
inf103347;.;;25/01/2022;25/01/2022;fball;0;3;124151_2
inf109261;.;;23/03/2022;23/03/2022;crduna;0;3;125416_1
inf124157;.;;18/07/2022;18/07/2022;msiam;0;1;126731_1
inf103460;LP04076;;26/01/2022;26/01/2022;crduna;29;29;125050_2
inf103459;LP04076;;26/01/2022;26/01/2022;crduna;150;150;125050_1
inf105477;LP04076;;16/02/2022;16/02/2022;mcruz;80;80;125050_2
inf105478;LP04076;;16/02/2022;16/02/2022;mcruz;40;40;125050_2
inf109447;LP00165;;28/03/2022;28/03/2022;crduna;5;75;125861_2
inf109446;LP00165;;28/03/2022;28/03/2022;crduna;7;105;125861_1
inf109953;LP04076;;31/03/2022;31/03/2022;crduna;150;150;125913_1
inf109954;LP04076;;31/03/2022;31/03/2022;crduna;150;150;125913_2
inf109955;LP04076;;31/03/2022;31/03/2022;crduna;150;150;125913_3
inf114945;2587;;07/05/2022;06/05/2022;crduna;40;160;126119_1
inf114948;2587;;07/05/2022;06/05/2022;crduna;50;200;125878_3
inf114947;2587;;07/05/2022;06/05/2022;crduna;50;200;125878_2
inf114946;2587;;07/05/2022;06/05/2022;crduna;50;200;125878_1
inf119473;LP04061;;13/06/2022;13/06/2022;crduna;20;200;127345_3
inf119472;LP04061;;13/06/2022;13/06/2022;crduna;20;200;127345_2
inf119470;LP04061;;13/06/2022;13/06/2022;crduna;20;200;127345_1
inf119469;LP04062;;13/06/2022;13/06/2022;crduna;50;50;127431_2
inf119468;2587;;13/06/2022;13/06/2022;crduna;40;160;127431_1
inf122743;2587;;07/07/2022;05/07/2022;crduna;93;372;127338_4
inf122734;LP00165;;07/07/2022;05/07/2022;crduna;10;150;127338_2
inf122733;LP00165;;07/07/2022;05/07/2022;crduna;10;150;127338_1
inf122735;LP00165;;07/07/2022;05/07/2022;crduna;10;150;127338_3
inf123616;2587;;13/07/2022;13/07/2022;msiam;7;28;127338_4
inf123615;2587;;13/07/2022;13/07/2022;msiam;100;400;127338_6
inf123614;2587;;13/07/2022;13/07/2022;msiam;100;400;127338_5
inf140681;.;;14/11/2022;10/11/2022;rmoreno;0;1;129613_1
inf140682;.;;14/11/2022;10/11/2022;rmoreno;0;1;129613_2
inf102407;.;;18/01/2022;18/01/2022;fball;0;2;124832_1
inf103311;6984;;25/01/2022;25/01/2022;fball;1;1;124996_1
inf112109;.;;18/04/2022;13/04/2022;crduna;0;1;126265_3
inf112110;.;;18/04/2022;13/04/2022;crduna;0;1;126265_4
inf112111;.;;18/04/2022;13/04/2022;crduna;0;1;126265_5
inf112112;.;;18/04/2022;13/04/2022;crduna;0;1;126265_6
inf112107;.;;18/04/2022;13/04/2022;crduna;0;2;126265_1
inf112108;.;;18/04/2022;13/04/2022;crduna;0;2;126265_2
inf115886;.;;14/05/2022;13/05/2022;crduna;0;2;125402_2
inf115887;.;;14/05/2022;13/05/2022;crduna;0;7;125402_3
inf115885;.;;14/05/2022;13/05/2022;crduna;0;4;125402_1
inf125238;.;;27/07/2022;15/07/2022;crduna;0;15;127764_1
inf128430;.;;19/08/2022;19/08/2022;fball;0;1;128528_1
inf128431;.;;19/08/2022;19/08/2022;fball;0;1;128528_2
inf128432;.;;19/08/2022;19/08/2022;fball;0;1;128528_3
inf132246;.;;15/09/2022;15/09/2022;rmoreno;0;1;128944_4
inf132247;.;;15/09/2022;15/09/2022;rmoreno;0;3;128944_5
inf132261;.;;15/09/2022;15/09/2022;rmoreno;0;1;128944_16
inf132260;.;;15/09/2022;15/09/2022;rmoreno;0;1;128944_15
inf132248;.;;15/09/2022;15/09/2022;rmoreno;0;2;128944_6
inf132249;.;;15/09/2022;15/09/2022;rmoreno;0;1;128944_7
inf132241;.;;15/09/2022;15/09/2022;rmoreno;0;1;128944_1
inf132250;.;;15/09/2022;15/09/2022;rmoreno;0;4;128944_8
inf132240;.;;15/09/2022;15/09/2022;rmoreno;0;30;128944_17
inf132257;.;;15/09/2022;15/09/2022;rmoreno;0;3;128944_13
inf132255;.;;15/09/2022;15/09/2022;rmoreno;0;1;128944_12
inf132259;.;;15/09/2022;15/09/2022;rmoreno;0;1;128944_14
inf132243;.;;15/09/2022;15/09/2022;rmoreno;0;2;128944_2
inf132251;.;;15/09/2022;15/09/2022;rmoreno;0;1;128944_9
inf132253;.;;15/09/2022;15/09/2022;rmoreno;0;1;128944_10
inf132244;.;;15/09/2022;15/09/2022;rmoreno;0;1;128944_3
inf132254;.;;15/09/2022;15/09/2022;rmoreno;0;2;128944_11
inf137724;.;;25/10/2022;24/10/2022;crduna;0;4;129428_1
inf137874;.;;25/10/2022;21/10/2022;crduna;0;20;129527_1
inf138193;.;;27/10/2022;27/10/2022;fball;0;13;129522_1
inf145602;.;;20/12/2022;20/12/2022;fball;0;50;130612_1
inf141145;.;;17/11/2022;16/11/2022;rmoreno;0;90;130034_1
inf105301;.;;14/02/2022;14/02/2022;mcruz;0;5;123895_1
inf121001;.;;28/06/2022;23/06/2022;crduna;0;5;123411_4
inf121000;.;;28/06/2022;23/06/2022;crduna;0;1;123411_4
inf120972;.;;27/06/2022;27/06/2022;msiam;0;1;123411_3
inf120969;.;;27/06/2022;27/06/2022;msiam;0;7;123411_1
inf120975;.;;27/06/2022;27/06/2022;msiam;0;1;123411_4
inf135491;.;;06/10/2022;06/10/2022;rmoreno;0;7;123411_2
inf143631;70829;;06/12/2022;05/12/2022;rmoreno;1;21;129958_1
inf133445;.;;22/09/2022;22/09/2022;rmoreno;0;3;128961_1
inf117069;.;;26/05/2022;26/05/2022;crduna;0;6;126755_1
inf131154;.;;08/09/2022;07/09/2022;rmoreno;0;3;128706_1
inf106547;.;;25/02/2022;25/02/2022;mcruz;0;14;120037_1
inf121571;.;;30/06/2022;29/06/2022;crduna;0;1;125829_2
inf121572;.;;30/06/2022;29/06/2022;crduna;0;1;125829_3
inf121570;.;;30/06/2022;29/06/2022;crduna;0;1;125829_1
inf111952;FL00139;;13/04/2022;12/04/2022;crduna;3;7;125857_1
inf111953;FL00140;;13/04/2022;12/04/2022;crduna;2;2;125857_2
inf111036;.;;07/04/2022;06/04/2022;crduna;0;12;125482_1
inf130963;.;;06/09/2022;06/09/2022;rmoreno;0;12;128243_2
inf130962;.;;06/09/2022;06/09/2022;rmoreno;0;22;128243_1
inf103250;38088;22ME6025;25/01/2022;25/01/2022;crduna;4;11200;123959_2
inf103228;385024;22ME6024;25/01/2022;25/01/2022;crduna;55;32533;123959_1
inf133834;385024;22ME7330;23/09/2022;22/09/2022;crduna;65;38940;127816_2
inf133831;38088;22ME7329;23/09/2022;22/09/2022;crduna;14;39200;127816_1
inf142888;38088;22ME7702;30/11/2022;29/11/2022;crduna;14;39200;129233_1
inf142889;385024;22ME7703;30/11/2022;29/11/2022;crduna;67;40200;129233_2
inf137731;.;;25/10/2022;24/10/2022;crduna;0;10;129616_1
inf137732;.;;25/10/2022;24/10/2022;crduna;0;48;129616_2
inf137733;.;;25/10/2022;24/10/2022;crduna;0;48;129616_3
inf102935;.;;20/01/2022;20/01/2022;fball;0;2;124202_1
inf102937;.;;20/01/2022;20/01/2022;fball;0;30;123244_4
inf102936;.;;20/01/2022;20/01/2022;fball;0;40;124092_1
inf102955;.;;21/01/2022;21/01/2022;fball;0;5;124072_1
inf103897;.;;31/01/2022;31/01/2022;crduna;0;300;124590_1
inf103896;.;;31/01/2022;31/01/2022;crduna;0;3;124044_2
inf103895;.;;31/01/2022;31/01/2022;crduna;0;2;124044_1
inf103894;.;;31/01/2022;31/01/2022;crduna;0;1;124044_1
inf104805;.;;09/02/2022;09/02/2022;mcruz;0;50;125197_1
inf105427;.;;16/02/2022;15/02/2022;crduna;0;20;123628_1
inf105802;.;;17/02/2022;17/02/2022;crduna;0;6;125234_8
inf105801;.;;17/02/2022;17/02/2022;crduna;0;2;125234_7
inf105803;.;;17/02/2022;17/02/2022;crduna;0;6;125234_9
inf105804;.;;17/02/2022;17/02/2022;crduna;0;1;124722_1
inf105795;.;;17/02/2022;17/02/2022;crduna;0;10;125234_1
inf105796;.;;17/02/2022;17/02/2022;crduna;0;12;125234_2
inf105797;.;;17/02/2022;17/02/2022;crduna;0;4;125234_3
inf105798;.;;17/02/2022;17/02/2022;crduna;0;6;125234_4
inf105799;.;;17/02/2022;17/02/2022;crduna;0;12;125234_5
inf105800;.;;17/02/2022;17/02/2022;crduna;0;12;125234_6
inf106718;.;;02/03/2022;02/03/2022;crduna;0;1;125445_1
inf107282;.;;08/03/2022;04/03/2022;crduna;0;3;125397_1
inf107283;.;;08/03/2022;04/03/2022;crduna;0;3;125397_2
inf122164;.;;05/07/2022;04/07/2022;crduna;0;50;127666_1
inf122165;.;;05/07/2022;04/07/2022;crduna;0;50;127666_2
inf122166;.;;05/07/2022;04/07/2022;crduna;0;10;127666_3
inf122167;.;;05/07/2022;04/07/2022;crduna;0;10;127666_4
inf122970;.;;08/07/2022;08/07/2022;msiam;0;2;127666_5
inf126907;.;;08/08/2022;08/08/2022;fball;0;2;128214_3
inf126909;.;;08/08/2022;08/08/2022;fball;0;2;128214_1
inf126910;.;;08/08/2022;08/08/2022;fball;0;5;128214_2
inf126908;.;;08/08/2022;08/08/2022;fball;0;2;128214_4
inf130593;.;;02/09/2022;01/09/2022;rmoreno;0;3;128492_7
inf133580;.;;22/09/2022;22/09/2022;rmoreno;0;100;129085_2
inf132094;.;;14/09/2022;14/09/2022;rmoreno;0;4;128492_2
inf131616;.;;12/09/2022;09/09/2022;rmoreno;0;12;128913_1
inf130595;.;;02/09/2022;01/09/2022;rmoreno;0;1;128492_9
inf133582;.;;22/09/2022;22/09/2022;rmoreno;0;12;128639_1
inf132097;.;;14/09/2022;14/09/2022;rmoreno;0;6;128916_3
inf130594;.;;02/09/2022;01/09/2022;rmoreno;0;4;128492_8
inf133883;.;;23/09/2022;23/09/2022;fball;0;2;128785_3
inf132096;.;;14/09/2022;14/09/2022;rmoreno;0;2;128916_2
inf134159;.;;27/09/2022;27/09/2022;fball;0;3;128913_3
inf130592;.;;02/09/2022;01/09/2022;rmoreno;0;2;128492_6
inf133884;.;;23/09/2022;23/09/2022;fball;0;2;128785_5
inf132095;.;;14/09/2022;14/09/2022;rmoreno;0;20;128916_1
inf130549;.;;02/09/2022;01/09/2022;rmoreno;0;1;128281_3
inf130550;.;;02/09/2022;01/09/2022;rmoreno;0;7;128492_1
inf130552;.;;02/09/2022;01/09/2022;rmoreno;0;5;128492_3
inf130590;.;;02/09/2022;01/09/2022;rmoreno;0;2;128492_4
inf134611;.;;30/09/2022;27/09/2022;crduna;0;97;128913_3
inf130591;.;;02/09/2022;01/09/2022;rmoreno;0;2;128492_5
inf130596;.;;02/09/2022;01/09/2022;rmoreno;0;8;128492_10
inf132421;.;;15/09/2022;15/09/2022;rmoreno;0;1;128785_1
inf136140;.;;13/10/2022;13/10/2022;rmoreno;0;25;129085_1
inf143530;.;;05/12/2022;05/12/2022;rmoreno;0;100;130186_7
inf143529;.;;05/12/2022;05/12/2022;rmoreno;0;100;130186_6
inf143527;.;;05/12/2022;05/12/2022;rmoreno;0;5;130186_3
inf143528;.;;05/12/2022;05/12/2022;rmoreno;0;100;130186_4
inf139445;.;;04/11/2022;03/11/2022;rmoreno;0;100;128913_2
inf114597;.;;05/05/2022;05/05/2022;crduna;0;1;126611_1
inf122395;.;;06/07/2022;05/07/2022;crduna;0;1;127125_2
inf122394;.;;06/07/2022;05/07/2022;crduna;0;1;127125_1
inf122396;.;;06/07/2022;05/07/2022;crduna;0;1;127125_3
inf122397;.;;06/07/2022;05/07/2022;crduna;0;1;127198_1
inf102468;3833;V820-D;18/01/2022;18/01/2022;mcruz;1;4;124105_11
inf102957;3832;;21/01/2022;21/01/2022;fball;1;6;124105_3
inf102968;4886;;21/01/2022;21/01/2022;fball;2;10;124105_7
inf102969;4886;;21/01/2022;21/01/2022;fball;3;10;124105_8
inf102970;4885;;21/01/2022;21/01/2022;fball;1;6;124105_9
inf102956;3832;;21/01/2022;21/01/2022;fball;2;12;124105_1
inf102971;4885;;21/01/2022;21/01/2022;fball;1;6;124105_10
inf103677;.;;27/01/2022;27/01/2022;crduna;0;1;124557_2
inf103676;.;;27/01/2022;27/01/2022;crduna;0;1;124557_1
inf107574;.;;09/03/2022;07/03/2022;crduna;0;1;125452_1
inf107575;.;;09/03/2022;07/03/2022;crduna;0;1;125452_2
inf108384;3832;;16/03/2022;16/03/2022;mcruz;1;6;125737_1
inf125457;.;;28/07/2022;28/07/2022;fball;0;1;128302_1
inf143209;3833;..;02/12/2022;02/12/2022;crduna;2;8;128662_2
inf141859;3832;;23/11/2022;23/11/2022;fball;1;6;128662_1
inf102081;6964;;14/01/2022;11/01/2022;hmunoz;10;1000;124369_1
inf102082;6965;;14/01/2022;11/01/2022;hmunoz;20;5000;124368_1
inf102504;3427;;18/01/2022;18/01/2022;fball;8;2000;123782_1
inf102507;IM3611;;18/01/2022;18/01/2022;fball;20;5000;123782_7
inf102506;3428;;18/01/2022;18/01/2022;fball;24;6000;123782_4
inf105250;IM3611;;14/02/2022;11/02/2022;crduna;20;5000;123782_8
inf105253;3427;;14/02/2022;11/02/2022;crduna;8;2000;123782_2
inf105254;3428;;14/02/2022;11/02/2022;crduna;24;6000;123782_5
inf105247;70507;;14/02/2022;11/02/2022;crduna;1;5000;124981_1
inf106037;6988;;21/02/2022;21/02/2022;mcruz;2;2000;124696_1
inf106712;3501;;02/03/2022;02/03/2022;crduna;1;7500;125176_1
inf106714;6170;;02/03/2022;02/03/2022;crduna;1;7500;125176_3
inf106708;IM3611;;02/03/2022;02/03/2022;crduna;20;5000;123782_9
inf106706;3427;;02/03/2022;02/03/2022;crduna;8;2000;123782_3
inf106710;70509;;02/03/2022;02/03/2022;crduna;1;10000;125135_1
inf106711;70522;;02/03/2022;02/03/2022;crduna;1;5000;125173_1
inf106707;3428;;02/03/2022;02/03/2022;crduna;24;6000;123782_6
inf106713;2833;;02/03/2022;02/03/2022;crduna;1;3600;125176_2
inf110157;70572;;01/04/2022;01/04/2022;crduna;1;2000;125620_1
inf113890;6137;;02/05/2022;28/04/2022;crduna;1;2000;126359_1
inf113895;70513;;02/05/2022;28/04/2022;crduna;1;10000;126062_3
inf113896;70553;;02/05/2022;28/04/2022;crduna;1;3000;125947_1
inf113894;70512;;02/05/2022;28/04/2022;crduna;1;10000;126062_2
inf113891;5983;;02/05/2022;28/04/2022;crduna;1;1000;126359_2
inf113996;6141;;02/05/2022;02/05/2022;crduna;2000;2000;126359_4
inf113995;5983;;02/05/2022;02/05/2022;crduna;0;-1000;126359_2
inf113994;5754;;02/05/2022;02/05/2022;crduna;2000;2000;126359_3
inf114879;70584;;06/05/2022;06/05/2022;crduna;1;2000;125950_1
inf114766;5754;;06/05/2022;06/05/2022;crduna;0;-2000;126359_3
inf114846;6141;;06/05/2022;06/05/2022;crduna;0;-2000;126359_4
inf114868;70624;;06/05/2022;06/05/2022;crduna;1;500;126267_1
inf114869;70627;;06/05/2022;06/05/2022;crduna;1;1000;126386_1
inf114870;5754;;06/05/2022;06/05/2022;crduna;1;2000;126359_3
inf114872;70510;;06/05/2022;06/05/2022;crduna;1;10000;126062_1
inf114847;6141;;06/05/2022;06/05/2022;crduna;1;2000;126359_4
inf116008;70560;;16/05/2022;16/05/2022;crduna;1;7800;125903_1
inf116010;5983;;16/05/2022;16/05/2022;crduna;1;1000;126359_2
inf116011;6957;;16/05/2022;16/05/2022;crduna;1;8250;125904_1
inf116012;5694;;16/05/2022;16/05/2022;crduna;1;4000;125949_1
inf116865;70562;;24/05/2022;23/05/2022;crduna;1;9900;126021_1
inf116863;70625;;24/05/2022;23/05/2022;crduna;1;500;126269_1
inf116861;70628;;24/05/2022;23/05/2022;crduna;1;1000;126387_1
inf116860;70508;;24/05/2022;23/05/2022;crduna;1;1000;126625_1
inf116858;6957;;24/05/2022;23/05/2022;crduna;1;3500;125904_1
inf116857;70560;;24/05/2022;23/05/2022;crduna;1;4200;125903_1
inf117687;70561;;31/05/2022;30/05/2022;crduna;1;19800;125903_2
inf117689;6957;;31/05/2022;30/05/2022;crduna;1;8000;125904_1
inf117695;70562;;31/05/2022;30/05/2022;crduna;1;10100;126021_1
inf117694;6550;;31/05/2022;30/05/2022;crduna;1;2000;126820_2
inf117693;6133;;31/05/2022;30/05/2022;crduna;1;2000;126820_1
inf117549;70584;;31/05/2022;31/05/2022;crduna;1;4;127074_1
inf119460;6957;;13/06/2022;13/06/2022;crduna;1;250;125904_1
inf119461;70561;;13/06/2022;13/06/2022;crduna;1;10200;125903_2
inf120007;70524;;16/06/2022;16/06/2022;crduna;2;10000;126819_1
inf121299;3501;;29/06/2022;29/06/2022;fball;1;12000;127046_1
inf121302;6170;;29/06/2022;29/06/2022;fball;1;12000;127046_2
inf121303;2833;;29/06/2022;29/06/2022;fball;1;6000;127046_3
inf122227;70579;;05/07/2022;04/07/2022;crduna;1;500;126819_3
inf123162;70511;;11/07/2022;11/07/2022;fball;1;10000;127053_1
inf123166;70514;;11/07/2022;11/07/2022;fball;1;10000;127053_2
inf123158;70700;;11/07/2022;11/07/2022;fball;1;50000;127521_1
inf123167;70521;;11/07/2022;11/07/2022;fball;1;10000;127053_3
inf123928;70555;;15/07/2022;15/07/2022;msiam;1;30000;127231_1
inf124385;70547;;19/07/2022;19/07/2022;crduna;1;1000;127587_2
inf125135;70522;;26/07/2022;25/07/2022;crduna;1;5000;127700_1
inf125136;5920;;26/07/2022;26/07/2022;crduna;1;1000;127587_3
inf125800;4191;;01/08/2022;01/08/2022;fball;1;3000;127916_1
inf125799;5752;;01/08/2022;01/08/2022;fball;1;1000;127587_1
inf127406;6142;;11/08/2022;11/08/2022;fball;1;1000;128040_1
inf102145;21780;22MP2656;15/01/2022;15/01/2022;mcruz;25;500;124424_1
inf117679;21780;22MP2953;31/05/2022;31/05/2022;crduna;35;700;126650_1
inf135948;21780;22MP3294;12/10/2022;12/10/2022;crduna;65;1300;129433_1
inf141659;21780;22MP3456;22/11/2022;22/11/2022;crduna;35;700;126650_2
inf121893;.;;04/07/2022;01/07/2022;crduna;0;2;127593_3
inf121892;.;;04/07/2022;01/07/2022;crduna;0;2;127593_2
inf146311;.;;23/12/2022;22/12/2022;rmoreno;0;5;129776_1
inf103899;.;;31/01/2022;31/01/2022;crduna;0;1;124723_1
inf103904;.;;31/01/2022;31/01/2022;crduna;0;10;124637_1
inf103901;.;;31/01/2022;31/01/2022;crduna;0;58;124995_2
inf103902;.;;31/01/2022;31/01/2022;crduna;0;300;124995_4
inf103900;.;;31/01/2022;31/01/2022;crduna;0;300;124995_1
inf103903;.;;31/01/2022;31/01/2022;crduna;0;300;124995_5
inf104606;.;;07/02/2022;07/02/2022;mcruz;0;2;125172_2
inf104607;.;;07/02/2022;07/02/2022;mcruz;0;1;125172_3
inf104608;.;;07/02/2022;07/02/2022;mcruz;0;1;125202_1
inf104609;.;;07/02/2022;07/02/2022;mcruz;0;1;125202_2
inf104604;.;;07/02/2022;07/02/2022;mcruz;0;60;125170_1
inf104610;.;;07/02/2022;07/02/2022;mcruz;0;1;125202_3
inf104603;.;;07/02/2022;07/02/2022;mcruz;0;40;125171_1
