Informe;IDOrden;Codigo de Producto;Descripcion;Lote;Fecha Informe;Fecha Recibido;Usuario;Cant Bultos;Cantidad Recibida;TiPo Compra;IDAlmacen;almacen;IDProveedor;proveedor;tipo material
inf114077;126579_1;90073;SOFEN 20 MG VTA X 30 CO;;02/05/2022;02/05/2022;vroldan;0;13018;S;1;Uruguay;422; MACSOL S.A.;PT
inf114075;125036_3;90071;SOFEN 10 MG VTA X 30 CO;;02/05/2022;02/05/2022;vroldan;0;26139;S;1;Uruguay;422; MACSOL S.A.;PT
inf114877;126576_2;90286;ALPERMIN 80 MG  X 28 COM;;06/05/2022;06/05/2022;crduna;0;51851;S;1;Uruguay;422; MACSOL S.A.;PT
inf114875;126576_3;90286;ALPERMIN 80 MG  X 28 COM;;06/05/2022;06/05/2022;crduna;0;51669;S;1;Uruguay;422; MACSOL S.A.;PT
inf115086;126577_1;92759;PET-2 VTA X 10+10 COM REC;;09/05/2022;09/05/2022;crduna;0;13440;S;1;Uruguay;422; MACSOL S.A.;PT
inf115061;126580_1;90071;SOFEN 10 MG VTA X 30 CO;;09/05/2022;09/05/2022;crduna;0;26016;S;1;Uruguay;422; MACSOL S.A.;PT
inf115164;126577_3;92759;PET-2 VTA X 10+10 COM REC;;10/05/2022;10/05/2022;crduna;0;13617;S;1;Uruguay;422; MACSOL S.A.;PT
inf115683;126577_2;92760;PET-2 VTA X 20+20 COM REC;;13/05/2022;12/05/2022;crduna;0;6486;S;1;Uruguay;422; MACSOL S.A.;PT
inf116474;127045_2;943733;CLEDIUM 300 MG VTA X 30 C;;20/05/2022;20/05/2022;crduna;0;7355;S;1;Uruguay;422; MACSOL S.A.;PT
inf116475;127045_1;833886;CLEDIUM 300 MG MM X 2 CAP;;20/05/2022;20/05/2022;crduna;0;113009;S;1;Uruguay;422; MACSOL S.A.;MM
inf116646;126578_3;90288;ALPERMIN 160 MG X 28 COM;;23/05/2022;23/05/2022;crduna;0;25792;S;1;Uruguay;422; MACSOL S.A.;PT
inf117182;126578_2;90288;ALPERMIN 160 MG X 28 COM;;27/05/2022;27/05/2022;crduna;0;25898;S;1;Uruguay;422; MACSOL S.A.;PT
inf117508;127138_1;833827;TEMAFEN 5 MG MM X 10 COMP;;30/05/2022;30/05/2022;mcruz;0;13568;S;1;Uruguay;422; MACSOL S.A.;MM
inf117501;126578_1;90288;ALPERMIN 160 MG X 28 COM;;30/05/2022;30/05/2022;mcruz;0;26042;S;1;Uruguay;422; MACSOL S.A.;PT
inf117918;126579_3;90288;ALPERMIN 160 MG X 28 COM;;01/06/2022;01/06/2022;crduna;0;25989;S;1;Uruguay;422; MACSOL S.A.;PT
inf119301;122156_1;.;JUEGO DE MATRICES;;10/06/2022;09/06/2022;crduna;0;1;M;1;Uruguay;422; MACSOL S.A.;NP
inf119486;126579_5;808389;ALPERMIN 160 mg MM X 7 CO;;13/06/2022;13/06/2022;crduna;0;103690;S;1;Uruguay;422; MACSOL S.A.;MM
inf119959;126579_4;90288;ALPERMIN 160 MG X 28 COM;;16/06/2022;15/06/2022;crduna;0;26015;S;1;Uruguay;422; MACSOL S.A.;PT
inf120501;127159_2;943733;CLEDIUM 300 MG VTA X 30 C;;23/06/2022;22/06/2022;crduna;0;7782;S;1;Uruguay;422; MACSOL S.A.;PT
inf120423;127138_2;943540;TEMAFEN 5 MG VTA X 30 COM;;22/06/2022;22/06/2022;crduna;0;13826;S;1;Uruguay;422; MACSOL S.A.;PT
inf120878;126579_2;90073;SOFEN 20 MG VTA X 30 CO;;27/06/2022;24/06/2022;crduna;0;12946;S;1;Uruguay;422; MACSOL S.A.;PT
inf120879;127138_3;943541;TEMAFEN 10 MG VTA X 30 CO;;27/06/2022;24/06/2022;crduna;0;25992;S;1;Uruguay;422; MACSOL S.A.;PT
inf121254;127134_1;90055;ZUNTO 10 MG VTA X 30 COM;;29/06/2022;29/06/2022;crduna;0;12038;S;1;Uruguay;422; MACSOL S.A.;PT
inf121724;127141_1;943541;TEMAFEN 10 MG VTA X 30 CO;;01/07/2022;30/06/2022;crduna;0;25753;S;1;Uruguay;422; MACSOL S.A.;PT
inf122930;126599_2;833828;TEMAFEN 10 MG MM X 10 COM;;08/07/2022;07/07/2022;crduna;0;78444;S;1;Uruguay;422; MACSOL S.A.;MM
inf122999;127484_1;90286;ALPERMIN 80 MG  X 28 COM;;08/07/2022;08/07/2022;crduna;0;51728;S;1;Uruguay;422; MACSOL S.A.;PT
inf123545;127484_2;90286;ALPERMIN 80 MG  X 28 COM;;13/07/2022;13/07/2022;msiam;0;51731;S;1;Uruguay;422; MACSOL S.A.;PT
inf124072;127973_1;943463;SOFEN 40 mg VTA X 30 CO;;18/07/2022;15/07/2022;crduna;0;3614;S;1;Uruguay;422; MACSOL S.A.;PT
inf124621;127978_1;92960;LECKREOFLAT AD VTA X 50 C;;21/07/2022;20/07/2022;crduna;0;6963;S;1;Uruguay;422; MACSOL S.A.;PT
inf124620;127495_2;94189;TORGYN 100 MG VTA X 3 OVU;;21/07/2022;20/07/2022;crduna;0;6522;S;1;Uruguay;422; MACSOL S.A.;PT
inf124616;127159_1;833886;CLEDIUM 300 MG MM X 2 CAP;;21/07/2022;20/07/2022;crduna;0;113049;S;1;Uruguay;422; MACSOL S.A.;MM
inf124709;127973_2;943463;SOFEN 40 mg VTA X 30 CO;;21/07/2022;21/07/2022;crduna;0;3566;S;1;Uruguay;422; MACSOL S.A.;PT
inf125046;127516_1;943541;TEMAFEN 10 MG VTA X 30 CO;;25/07/2022;25/07/2022;crduna;0;25866;S;1;Uruguay;422; MACSOL S.A.;PT
inf125047;127495_1;94183;TORGYN 100 MG VTA X 7 OVU;;25/07/2022;25/07/2022;crduna;0;13256;S;1;Uruguay;422; MACSOL S.A.;PT
inf125315;128259_2;943463;SOFEN 40 mg VTA X 30 CO;;27/07/2022;27/07/2022;crduna;0;3568;S;1;Uruguay;422; MACSOL S.A.;PT
inf125318;127978_2;92940;LECKREOFLAT AD VTA X 20 C;;27/07/2022;27/07/2022;crduna;0;16976;S;1;Uruguay;422; MACSOL S.A.;PT
inf125437;128259_1;943463;SOFEN 40 mg VTA X 30 CO;;28/07/2022;28/07/2022;crduna;0;3589;S;1;Uruguay;422; MACSOL S.A.;PT
inf125925;127993_1;90288;ALPERMIN 160 MG X 28 COM;;01/08/2022;01/08/2022;crduna;0;25760;S;1;Uruguay;422; MACSOL S.A.;PT
inf126326;126599_1;833828;TEMAFEN 10 MG MM X 10 COM;;03/08/2022;02/08/2022;crduna;0;77897;S;1;Uruguay;422; MACSOL S.A.;MM
inf126007;127978_3;943541;TEMAFEN 10 MG VTA X 30 CO;;02/08/2022;02/08/2022;crduna;0;25749;S;1;Uruguay;422; MACSOL S.A.;PT
inf126363;128258_1;90050;ZUNTO 5 MG VTA X 30 COM;;03/08/2022;03/08/2022;crduna;0;23717;S;1;Uruguay;422; MACSOL S.A.;PT
inf126671;128261_1;90073;SOFEN 20 MG VTA X 30 CO;;05/08/2022;04/08/2022;crduna;0;12777;S;1;Uruguay;422; MACSOL S.A.;PT
inf127195;127975_1;833828;TEMAFEN 10 MG MM X 10 COM;;10/08/2022;10/08/2022;fball;0;77956;S;1;Uruguay;422; MACSOL S.A.;MM
inf128274;128457_1;90073;SOFEN 20 MG VTA X 30 CO;;18/08/2022;18/08/2022;crduna;0;12878;S;1;Uruguay;422; MACSOL S.A.;PT
inf128275;128456_2;90071;SOFEN 10 MG VTA X 30 CO;;18/08/2022;18/08/2022;crduna;0;26092;S;1;Uruguay;422; MACSOL S.A.;PT
inf128894;128460_1;90050;ZUNTO 5 MG VTA X 30 COM;;23/08/2022;23/08/2022;crduna;0;24338;S;1;Uruguay;422; MACSOL S.A.;PT
inf129152;128456_1;90071;SOFEN 10 MG VTA X 30 CO;;25/08/2022;24/08/2022;crduna;0;26108;S;1;Uruguay;422; MACSOL S.A.;PT
inf129671;128453_3;90288;ALPERMIN 160 MG X 28 COM;;29/08/2022;29/08/2022;crduna;0;25899;S;1;Uruguay;422; MACSOL S.A.;PT
inf134309;128958_1;90288;ALPERMIN 160 MG X 28 COM;;28/09/2022;28/09/2022;crduna;0;25880;S;1;Uruguay;422; MACSOL S.A.;PT
inf130620;128844_3;90288;ALPERMIN 160 MG X 28 COM;;05/09/2022;02/09/2022;crduna;0;25603;S;1;Uruguay;422; MACSOL S.A.;PT
inf134614;128869_1;943463;SOFEN 40 mg VTA X 30 CO;;30/09/2022;29/09/2022;crduna;0;3582;S;1;Uruguay;422; MACSOL S.A.;PT
inf131093;128844_5;833827;TEMAFEN 5 MG MM X 10 COMP;;07/09/2022;06/09/2022;crduna;0;20747;S;1;Uruguay;422; MACSOL S.A.;MM
inf134613;128453_5;90055;ZUNTO 10 MG VTA X 30 COM;;30/09/2022;29/09/2022;crduna;0;12154;S;1;Uruguay;422; MACSOL S.A.;PT
inf131094;128453_4;90288;ALPERMIN 160 MG X 28 COM;;07/09/2022;06/09/2022;crduna;0;25835;S;1;Uruguay;422; MACSOL S.A.;PT
inf134702;128844_2;90073;SOFEN 20 MG VTA X 30 CO;;30/09/2022;30/09/2022;crduna;0;12960;S;1;Uruguay;422; MACSOL S.A.;PT
inf134015;128869_2;90288;ALPERMIN 160 MG X 28 COM;;26/09/2022;26/09/2022;crduna;0;25717;S;1;Uruguay;422; MACSOL S.A.;PT
inf134101;128449_1;833886;CLEDIUM 300 MG MM X 2 CAP;;27/09/2022;26/09/2022;crduna;0;116100;S;1;Uruguay;422; MACSOL S.A.;MM
inf131970;128903_1;92580;POMVAS 30 MG VTA X 30 COM;;13/09/2022;13/09/2022;fball;0;52443;S;1;Uruguay;422; MACSOL S.A.;PT
inf131667;128456_3;90071;SOFEN 10 MG VTA X 30 CO;;12/09/2022;12/09/2022;fball;0;26205;S;1;Uruguay;422; MACSOL S.A.;PT
inf135066;128453_2;943733;CLEDIUM 300 MG VTA X 30 C;;04/10/2022;03/10/2022;crduna;0;7869;S;1;Uruguay;422; MACSOL S.A.;PT
inf135067;128844_1;943540;TEMAFEN 5 MG VTA X 30 COM;;04/10/2022;03/10/2022;crduna;0;11714;S;1;Uruguay;422; MACSOL S.A.;PT
inf135655;128844_4;943541;TEMAFEN 10 MG VTA X 30 CO;;11/10/2022;11/10/2022;crduna;0;25749;S;1;Uruguay;422; MACSOL S.A.;PT
inf136251;128957_3;943597;MATVAXON 25 mg VTA X 30 C;;14/10/2022;13/10/2022;crduna;0;775;S;1;Uruguay;422; MACSOL S.A.;PT
inf136252;128957_2;833848;MATVAXON 25 mg MM X 10 CO;;14/10/2022;13/10/2022;crduna;0;3165;S;1;Uruguay;422; MACSOL S.A.;MM
inf136989;128957_1;833849;MATVAXON 50 mg MM X 10 CO;;19/10/2022;18/10/2022;crduna;0;5656;S;1;Uruguay;422; MACSOL S.A.;MM
inf136990;129330_1;833849;MATVAXON 50 mg MM X 10 CO;;19/10/2022;18/10/2022;crduna;0;4804;S;1;Uruguay;422; MACSOL S.A.;MM
inf137065;129344_1;943733;CLEDIUM 300 MG VTA X 30 C;;19/10/2022;19/10/2022;crduna;0;4809;S;1;Uruguay;422; MACSOL S.A.;PT
inf137105;129346_1;90055;ZUNTO 10 MG VTA X 30 COM;;20/10/2022;19/10/2022;crduna;0;12197;S;1;Uruguay;422; MACSOL S.A.;PT
inf137106;129330_2;90073;SOFEN 20 MG VTA X 30 CO;;20/10/2022;19/10/2022;crduna;0;10873;S;1;Uruguay;422; MACSOL S.A.;PT
inf137624;129346_2;943543;TEMAFEN 20 MG VTA X 30 CO;;24/10/2022;24/10/2022;crduna;0;12676;S;1;Uruguay;422; MACSOL S.A.;PT
inf137626;129346_2;943543;TEMAFEN 20 MG VTA X 30 CO;;24/10/2022;24/10/2022;crduna;0;-12676;S;1;Uruguay;422; MACSOL S.A.;PT
inf137627;129346_2;943543;TEMAFEN 20 MG VTA X 30 CO;;24/10/2022;24/10/2022;crduna;0;12867;S;1;Uruguay;422; MACSOL S.A.;PT
inf137628;129338_1;943543;TEMAFEN 20 MG VTA X 30 CO;;24/10/2022;24/10/2022;crduna;0;12676;S;1;Uruguay;422; MACSOL S.A.;PT
inf137946;129637_2;943579;TEMAFEN 40 mg VTA X 30 CO;;26/10/2022;25/10/2022;crduna;0;2314;S;1;Uruguay;422; MACSOL S.A.;PT
inf137947;129637_1;943463;SOFEN 40 mg VTA X 30 CO;;26/10/2022;25/10/2022;crduna;0;3581;S;1;Uruguay;422; MACSOL S.A.;PT
inf138012;128453_1;833886;CLEDIUM 300 MG MM X 2 CAP;;26/10/2022;26/10/2022;crduna;0;117459;S;1;Uruguay;422; MACSOL S.A.;MM
inf138347;129338_2;833828;TEMAFEN 10 MG MM X 10 COM;;28/10/2022;27/10/2022;crduna;0;77126;S;1;Uruguay;422; MACSOL S.A.;MM
inf141792;130100_1;943579;TEMAFEN 40 mg VTA X 30 CO;;23/11/2022;22/11/2022;crduna;0;2328;S;1;Uruguay;422; MACSOL S.A.;PT
inf146400;130532_1;90071;SOFEN 10 MG VTA X 30 CO;;23/12/2022;22/12/2022;crduna;0;25471;S;1;Uruguay;422; MACSOL S.A.;PT
inf144871;130460_3;943579;TEMAFEN 40 mg VTA X 30 CO;;15/12/2022;13/12/2022;crduna;0;7;S;1;Uruguay;422; MACSOL S.A.;PT
inf145708;130532_4;943541;TEMAFEN 10 MG VTA X 30 CO;;20/12/2022;19/12/2022;crduna;0;26109;S;1;Uruguay;422; MACSOL S.A.;PT
inf139601;129350_1;833828;TEMAFEN 10 MG MM X 10 COM;;07/11/2022;04/11/2022;crduna;0;77780;S;1;Uruguay;422; MACSOL S.A.;MM
inf143358;130102_4;90288;ALPERMIN 160 MG X 28 COM;;02/12/2022;02/12/2022;crduna;0;25990;S;1;Uruguay;422; MACSOL S.A.;PT
inf141662;130102_5;943543;TEMAFEN 20 MG VTA X 30 CO;;22/11/2022;22/11/2022;crduna;0;12860;S;1;Uruguay;422; MACSOL S.A.;PT
inf141791;130100_2;833841;TEMAFEN 40 mg MM X 10 COM;;23/11/2022;22/11/2022;crduna;0;6975;S;1;Uruguay;422; MACSOL S.A.;MM
inf143739;130102_8;90288;ALPERMIN 160 MG X 28 COM;;06/12/2022;06/12/2022;crduna;0;25920;S;1;Uruguay;422; MACSOL S.A.;PT
inf144858;130460_4;943579;TEMAFEN 40 mg VTA X 30 CO;;15/12/2022;13/12/2022;crduna;0;2359;S;1;Uruguay;422; MACSOL S.A.;PT
inf145710;130532_5;943541;TEMAFEN 10 MG VTA X 30 CO;;20/12/2022;19/12/2022;crduna;0;26109;S;1;Uruguay;422; MACSOL S.A.;PT
inf141089;129726_2;90286;ALPERMIN 80 MG  X 28 COM;;17/11/2022;16/11/2022;crduna;0;51849;S;1;Uruguay;422; MACSOL S.A.;PT
inf143359;130102_7;90288;ALPERMIN 160 MG X 28 COM;;02/12/2022;02/12/2022;crduna;0;25920;S;1;Uruguay;422; MACSOL S.A.;PT
inf141453;130102_6;943543;TEMAFEN 20 MG VTA X 30 CO;;18/11/2022;18/11/2022;crduna;0;12620;S;1;Uruguay;422; MACSOL S.A.;PT
inf142849;130102_1;943463;SOFEN 40 mg VTA X 30 CO;;30/11/2022;29/11/2022;crduna;0;3640;S;1;Uruguay;422; MACSOL S.A.;PT
inf143637;129726_1;90286;ALPERMIN 80 MG  X 28 COM;;06/12/2022;02/12/2022;crduna;0;51899;S;1;Uruguay;422; MACSOL S.A.;PT
inf144857;130460_3;943579;TEMAFEN 40 mg VTA X 30 CO;;15/12/2022;13/12/2022;crduna;0;2352;S;1;Uruguay;422; MACSOL S.A.;PT
inf145711;130460_2;90288;ALPERMIN 160 MG X 28 COM;;20/12/2022;20/12/2022;crduna;0;25368;S;1;Uruguay;422; MACSOL S.A.;PT
inf144859;130460_1;90288;ALPERMIN 160 MG X 28 COM;;15/12/2022;13/12/2022;crduna;0;26072;S;1;Uruguay;422; MACSOL S.A.;PT
inf145709;130532_4;943541;TEMAFEN 10 MG VTA X 30 CO;;20/12/2022;20/12/2022;crduna;0;-26109;S;1;Uruguay;422; MACSOL S.A.;PT
inf142851;130102_3;90288;ALPERMIN 160 MG X 28 COM;;30/11/2022;29/11/2022;crduna;0;26007;S;1;Uruguay;422; MACSOL S.A.;PT
inf142852;130102_2;943463;SOFEN 40 mg VTA X 30 CO;;30/11/2022;29/11/2022;crduna;0;3599;S;1;Uruguay;422; MACSOL S.A.;PT
inf140399;129729_2;90288;ALPERMIN 160 MG X 28 COM;;11/11/2022;11/11/2022;crduna;0;25779;S;1;Uruguay;422; MACSOL S.A.;PT
inf140223;129729_1;90288;ALPERMIN 160 MG X 28 COM;;10/11/2022;09/11/2022;crduna;0;25895;S;1;Uruguay;422; MACSOL S.A.;PT
inf114167;126027_1;10000;ACEITE DE PESCADO;22MP2876;03/05/2022;02/05/2022;crduna;43;8000;P;1;Uruguay;423; QUIMICOS S R L;MP
inf121779;127459_1;10000;ACEITE DE PESCADO;22MP3005;01/07/2022;01/07/2022;crduna;52;9880;P;1;Uruguay;423; QUIMICOS S R L;MP
inf132864;121930_1;.;EQUIPO DE ILUMINACION;;20/09/2022;20/09/2022;crduna;0;5;M;2;Argentina;424;F ARGENTINA S.A.;NP
inf133909;124871_1;.;EQUIPO DE ILUMINACION;;23/09/2022;23/09/2022;crduna;0;20;M;2;Argentina;424;F ARGENTINA S.A.;NP
inf133910;121765_1;.;EQUIPO DE ILUMINACION;;23/09/2022;23/09/2022;crduna;0;25;M;2;Argentina;424;F ARGENTINA S.A.;NP
inf133897;121930_1;.;EQUIPO DE ILUMINACION;;23/09/2022;23/09/2022;crduna;0;-5;M;2;Argentina;424;F ARGENTINA S.A.;NP
inf133908;121930_1;.;EQUIPO DE ILUMINACION;;23/09/2022;23/09/2022;crduna;0;5;M;2;Argentina;424;F ARGENTINA S.A.;NP
inf102274;124654_1;.;Tornillo Allen M4X25;;17/01/2022;17/01/2022;fball;0;4;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf102275;124654_2;.;Tornillo Allen M4x20;;17/01/2022;17/01/2022;fball;0;2;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf102276;124654_3;.;Tornillo Allen M4x15;;17/01/2022;17/01/2022;fball;0;8;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf103743;124978_1;.;Balde De Plastico 8;;28/01/2022;28/01/2022;fball;0;1;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf103741;124006_1;.;TORNILLO;;28/01/2022;28/01/2022;fball;0;40;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf103745;125031_1;.;3m Cinta Doble Faz 12mm;;28/01/2022;28/01/2022;fball;0;1;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf103744;124978_2;.;Mini Rodillo Arte Foam 7;;28/01/2022;28/01/2022;fball;0;4;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf103746;125031_2;.;Herramienta Para Colocac;;28/01/2022;28/01/2022;fball;0;1;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf104665;125151_2;.;HOJA DE CERAMICA;;08/02/2022;08/02/2022;crduna;0;4;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf104664;125151_1;.;CUTTER DE SEGURIDAD;;08/02/2022;08/02/2022;crduna;0;1;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf106043;125233_1;.;JUEGO DE BROCAS (MECHAS);;21/02/2022;21/02/2022;mcruz;0;2;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf106042;125275_3;.;SELLADOR DE SILICONA;;21/02/2022;21/02/2022;mcruz;0;12;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf106041;125275_2;.;SELLADOR DE SILICONA;;21/02/2022;21/02/2022;mcruz;0;12;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf106040;125275_1;.;CINTA AISLADORA;;21/02/2022;21/02/2022;mcruz;0;40;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf107297;125403_3;.;Cinta Empaque Alta Adher;;08/03/2022;04/03/2022;crduna;0;2;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf107296;125403_2;.;Cinta de Enmascarar;;08/03/2022;04/03/2022;crduna;0;2;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf107295;125403_1;.;CR2032;;08/03/2022;04/03/2022;crduna;0;55;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf107294;125441_7;.;ABRAZADERA;;08/03/2022;04/03/2022;crduna;0;30;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf107293;125441_6;.;ABRAZADERA;;08/03/2022;04/03/2022;crduna;0;50;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf107292;125441_5;.;ABRAZADERA;;08/03/2022;04/03/2022;crduna;0;50;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf107291;125441_4;.;CINTA PLASTICA PELIGRO;;08/03/2022;04/03/2022;crduna;0;4;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf107290;125441_3;.;SELLADOR (SILICONADO);;08/03/2022;04/03/2022;crduna;0;24;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf107289;125441_2;.;SELLADOR (SILICONADO);;08/03/2022;04/03/2022;crduna;0;24;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf108569;125480_4;.;ROLLO DE CINTA;;17/03/2022;17/03/2022;mcruz;0;4;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf108568;125480_3;.;UNION DOBLE;;17/03/2022;17/03/2022;mcruz;0;3;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf108566;125480_1;.;ENTRERROSCA;;17/03/2022;17/03/2022;mcruz;0;3;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf108567;125480_2;.;ENTRERROSCA;;17/03/2022;17/03/2022;mcruz;0;3;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf112086;126252_4;.;Retenes y Orings;;18/04/2022;13/04/2022;crduna;0;2;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf112085;126252_3;.;Resorte y Manija;;18/04/2022;13/04/2022;crduna;0;2;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf112084;126252_2;.;Cilindro De Piston;;18/04/2022;13/04/2022;crduna;0;2;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf112083;126252_1;.;Kit eje completo;;18/04/2022;13/04/2022;crduna;0;2;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf112082;126251_1;.;BATERIA;;18/04/2022;13/04/2022;crduna;0;40;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf112081;126078_3;.;TORNILLO PUNTA AGUJA;;18/04/2022;13/04/2022;crduna;0;1000;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf112093;125744_6;.;Cupla de inoxidable 1/2;;18/04/2022;13/04/2022;crduna;0;10;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf112087;126252_5;.;Flexible Para Agua;;18/04/2022;13/04/2022;crduna;0;4;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf112088;125744_1;.;Tapa Asiento Inodoro;;18/04/2022;13/04/2022;crduna;0;1;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf112089;125744_2;.;Tapa Asiento Inodoro;;18/04/2022;13/04/2022;crduna;0;2;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf112092;125744_5;.;Cinta teflon;;18/04/2022;13/04/2022;crduna;0;1;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf112090;125744_3;.;Flexibles 1/2 cortos;;18/04/2022;13/04/2022;crduna;0;2;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf112091;125744_4;.;Rejilla baÿo;;18/04/2022;13/04/2022;crduna;0;6;M;1;Uruguay;425;O DAMIAN R Y RUSSO LEON;NP
inf112079;126078_1;.;TORNILLO PUNTA AGUJA;;18/04/2022;13/04/2022;crduna;0;1000;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf112080;126078_2;.;TORNILLO PUNTA AGUJA;;18/04/2022;13/04/2022;crduna;0;1000;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113053;125295_3;.;TORNILLO CON TUERCA;;25/04/2022;22/04/2022;crduna;0;12;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113055;126480_2;.;Destornillador phillips;;25/04/2022;22/04/2022;crduna;0;1;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113060;126480_7;.;Remachadora manual;;25/04/2022;22/04/2022;crduna;0;1;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113059;126480_6;.;Broca para concreto 8 mm;;25/04/2022;22/04/2022;crduna;0;1;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113058;126480_5;.;Broca para concreto 6 mm;;25/04/2022;22/04/2022;crduna;0;2;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113057;126480_4;.;Broca para metal de 6 mm;;25/04/2022;22/04/2022;crduna;0;1;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113061;126480_8;.;Cuerda de 10 o 12 mm;;25/04/2022;22/04/2022;crduna;0;10;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113051;126342_3;.;BUJE REDUCCION;;25/04/2022;22/04/2022;crduna;0;1;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113050;126342_2;.;CURVA PARA SOLDAR;;25/04/2022;22/04/2022;crduna;0;3;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113049;126342_1;.;BRIDA PARA SOLDAR;;25/04/2022;22/04/2022;crduna;0;2;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113052;125295_2;.;ROLLO DE TEFLON;;25/04/2022;22/04/2022;crduna;0;1;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113054;126480_1;.;Destornillador phillips;;25/04/2022;22/04/2022;crduna;0;1;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf113056;126480_3;.;Pinza Pico Loro;;25/04/2022;22/04/2022;crduna;0;1;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf114372;126391_2;.;VARILLA ROSCADA;;04/05/2022;02/05/2022;crduna;0;4;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf114371;126391_1;.;VARILLA ROSCADA;;04/05/2022;02/05/2022;crduna;0;10;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf114370;126439_7;.;CINTA TEFLON;;04/05/2022;02/05/2022;crduna;0;2;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf114369;126439_3;.;BRIDA DE ACERO;;04/05/2022;02/05/2022;crduna;0;16;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf114373;126391_3;.;VARILLA ROSCADA;;04/05/2022;02/05/2022;crduna;0;4;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf114374;126391_4;.;VARILLA ROSCADA;;04/05/2022;02/05/2022;crduna;0;4;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
inf114375;126391_5;.;VARILLA ROSCADA;;04/05/2022;02/05/2022;crduna;0;4;M;2;Argentina;425;O DAMIAN R Y RUSSO LEON;NP
